Postal code,District,Appartments,Type of Building,m2,Debtfree price,€/m2,Construction year,Floor,Elevator,Condition,Plot,Energy class
'00100,Studio apartment,,,,,,,,,,,
",
'74130,Lippuniemi,"3mh,oh,k,khh,kph,s",ok,"98,00",140000,1429,1980, ,no, ,"rent							B2018
",B2018
'74130,,"4mh,oh,k,2wc,2v...",ok,"176,00",235000,1335,2001, ,no, ,"rent							C2018
",C2018
'74130,,"4h,k,tk,et,3vh,...",ok,"142,00",230000,1620,2005, ,no,good,"own							
",
'74130,,"4h,k,khh,ph,s,w...",ok,"110,00",120000,1091,1983, ,no, ,"own							D2018
",D2018
'74130,,"5h,k,khh,s,wc,vh",ok,"150,00",119000,793,1988, ,no, ,"own							
",
'74130,,"4h,k,et,wc,vh,k...",ok,"106,00",92000,868,1984, ,no, ,"own							D2018
",D2018
'74130,,"5h,k,saunatilat...",ok,"119,00",79000,664,1974, ,no,average,"rent							F2018
",F2018
'74140,4 rooms or more,,,,,,,,,,,
'74140,,"5-6h,k,et,wc,wc...",ok,"157,00",245000,1561,2012, ,no, ,"own							A2007
",A2007
'74140,,"oh, 3 mh, k, kp...",ok,"117,00",130000,1111,1977, ,no, ,"own							
",
'74140,,"3h,tupak,pukuh,...",ok,"98,00",90000,918,1951, ,no, ,"own							D2018
",D2018
'74140,,"4h,k,tkh,wc,khh...",ok,"110,00",120000,1091,1987, ,no,average,"own							
",
'74150,4 rooms or more,,,,,,,,,,,
'74150,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74160,4 rooms or more,,,,,,,,,,,
'74160,,"3mh,oh,k,tk,et,...",ok,"123,00",217550,1769,2008, ,no, ,"own							
",
'74160,,"5h,tupak.,2wc,e...",ok,"143,00",169000,1182,1994, ,no, ,"own							D2018
",D2018
'74160,,"5h,k,et,wc,khh,...",ok,"120,00",250000,2083,2011, ,no, ,"rent							A2007
",A2007
'74170,4 rooms or more,,,,,,,,,,,
'74170,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74200,3 rooms,,,,,,,,,,,
'74200,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74340,"
2 rooms
",,,,,,,,,,,
'74340,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74420,4 rooms or more,,,,,,,,,,,
'74420,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74470,4 rooms or more,,,,,,,,,,,
'74470,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74510,3 rooms,,,,,,,,,,,
'74510,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74510,4 rooms or more,,,,,,,,,,,
'74510,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74520,3 rooms,,,,,,,,,,,
'74520,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74520,4 rooms or more,,,,,,,,,,,
'74520,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74590,3 rooms,,,,,,,,,,,
'74590,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74595,"
2 rooms
",,,,,,,,,,,
'74595,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74595,4 rooms or more,,,,,,,,,,,
'74595,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74630,4 rooms or more,,,,,,,,,,,
'74630,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74680,4 rooms or more,,,,,,,,,,,
'74680,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74700,Studio apartment,,,,,,,,,,,
'74700,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74700,"
2 rooms
",,,,,,,,,,,
'74700,Keskusta,"2h,k,s",rt,"53,00",24000,453,1983,1/1,no, ,"rent							E2013
",E2013
'74700,Keskusta,"2h,kk,s",kt,"58,00",60000,1034,1999,1/3,no, ,"own							D2013
",D2013
'74700,Keskusta,"2h,k",kt,"51,00",15000,294,1974,2/3,no, ,"rent							F2013
",F2013
'74700,,"et, oh, k, mh, ...",ok,"70,00",30000,429,1967, ,no, ,"own							D2018
",D2018
'74700,3 rooms,,,,,,,,,,,
'74700,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74700,4 rooms or more,,,,,,,,,,,
'74700,Keskusta,"5h,k,s",rt,"119,00",71000,597,1970,1/1,no, ,"rent							C2018
",C2018
'74700,Kiuruvesi,"6h,k,et,wc,khh,...",ok,"119,00",87000,731,1986, ,no, ,"own							D2018
",D2018
'74700,Kiuruvesi,"5h,k,2xwc,3xvh,...",ok,"179,00",75000,419,1974, ,no, ,"own							D2018
",D2018
'74700,Kiuruvesi,"3h,tupak.,et,wc...",ok,"84,00",108000,1286,1998, ,no, ,"own							
",
'74700,Keskusta,"4h, k,s,kph, wc",rt,"98,00",61000,622,1970,1/1,no, ,"own							C2018
",C2018
'74700,,"5h,k,kph,s,2wc,...",ok,"120,00",99000,825,1900, ,no, ,"own							
",
'74700,,"4h,k,s,pkh",ok,"76,00",37000,487,1968, ,no, ,"own							
",
'74700,,"3mh,oh,k,s,tkh,...",ok,"115,00",130000,1130,2004, ,no, ,"own							D2013
",D2013
'74700,,"5h,k,khh,ph/wc,...",ok,"134,00",165000,1231,1999, ,no, ,"own							
",
'74840,3 rooms,,,,,,,,,,,
'74840,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'74840,4 rooms or more,,,,,,,,,,,
'74840,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'75500,Studio apartment,,,,,,,,,,,
'75500,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'75500,"
2 rooms
",,,,,,,,,,,
'75500,Läntinen,"2h, k, ph",kt,"55,00",22000,400,1965,2/3,no,good,"own							B
",B
'75500,Itäinen,2h+k+kph+s+vh+wc,rt,"60,00",40000,667,1977, ,no,good,"rent							
",
'75500,Keskusta,2h+kk+kph+vh+la...,kt,"42,00",18000,429,1958, ,yes,poor,"own							D2013
",D2013
'75500,3 rooms,,,,,,,,,,,
'75500,Keskusta,3h+k+wc+vh+kph+...,kt,"78,00",67000,859,1984, ,no,good,"own							D2018
",D2018
'75500,Keskusta,3h+k+kph+lasite...,kt,"71,00",46000,648,1961,1/3,no,good,"own							D2018
",D2018
'75500,,3h+k+rt+khh+kph...,ok,"117,00",208000,1778,2004, ,no,good,"own							
",
'75500,,Tupak+2mh+wc+pk...,ok,"76,00",96000,1263,1983, ,no,good,"own							
",
'75500,,"3h, k, s/ph, wc...",ok,"102,00",89000,873,1951, ,no,good,"own							
",
'75500,4 rooms or more,,,,,,,,,,,
'75500,,4h+k+vh+wc+kph+s,ok,"103,00",45000,437,1975, ,no,good,"own							
",
'75500,,"4h, k, s/ph, ke...",ok,"92,00",7000,76,1968,1/1,no,average,"own							
",
'75500,,5h+k+khh+kph+s+...,ok,"105,00",103000,981,1989, ,no,good,"own							
",
'75530,Studio apartment,,,,,,,,,,,
'75530,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'75530,"
2 rooms
",,,,,,,,,,,
'75530,Porokylä,"2h, k,s/ph",kt,"60,50",135000,2231,2008,3/3,yes,good,"own							A
",A
'75530,Porokylä,2h+k+kph+s+taka...,kt,"49,00",64000,1306,1987, ,yes,good,"own							
",
'75530,Porokylä,2h+kk+kph+s+las...,kt,"50,00",58000,1160,1984,2/3,no,good,"own							D2018
",D2018
'75530,Porokylä,2h+k+kph+lasite...,kt,"49,00",49000,1000,1975, ,no,good,"rent							D2018
",D2018
'75530,Porokylä,2h+k+kph+s+las....,rt,"60,00",106000,1767,2012, ,no,good,"rent							B2018
",B2018
'75530,Porokylä,2h+k+kph+vh+par...,kt,"55,00",53000,964,1962, ,no,good,"own							
",
'75530,3 rooms,,,,,,,,,,,
'75530,Porokylä,"3h, k, ph ja la...",kt,"63,00",60000,952,1974,3/3,no,good,"own							D
",D
'75530,Porokylä,3h+k+vh+wc+kph+s,rt,"76,00",66000,868,1991, ,no, ,"rent							D2013
",D2013
'75530,Pitkämäki,"3h, k, s",rt,"75,00",64000,853,1986,1/1,no,good,"rent							E
",E
'75530,Laamila,3h+k+kph+s+vh,rt,"72,00",71000,986,1981, ,no,good,"rent							
",
'75530,Porokylä,"3h, k",kt,"75,00",61500,820,1976,2/4,no,good,"own							F
",F
'75530,Porokylä,"3h, k",kt,"77,50",54000,697,1966,3/3,no,good,"own							D
",D
'75530,,3h+k+kph+s+auto...,ok,"86,00",45000,523,1961, ,no,average,"own							
",
'75530,4 rooms or more,,,,,,,,,,,
'75530,,4h+k+khh+kph+s,ok,"110,00",117000,1064,1994, ,no,good,"own							
",
'75530,,"4h,k,s",ok,"120,00",67000,558,2013,-1/1,no,good,"own							
",
'75530,,4h+k+wc+khh+kph+s,ok,"97,00",107000,1103,1975, ,no,good,"own							
",
'75650,Studio apartment,,,,,,,,,,,
'75650,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'75650,4 rooms or more,,,,,,,,,,,
'75650,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'75700,4 rooms or more,,,,,,,,,,,
'75700,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'76100,Studio apartment,,,,,,,,,,,
'76100,Keskusta,"1h,kk",kt,"26,00",11000,423,1973,4/5,yes,good,"rent							D2007
",D2007
'76100,Keskusta,"1h,kk,s",kt,"31,00",20000,645,1985,3/3,no,average,"rent							F2013
",F2013
'76100,Keskusta,"1h,kk,s",kt,"31,00",17000,548,1985,2/3,no,average,"rent							F2013
",F2013
'76100,"
2 rooms
",,,,,,,,,,,
'76100,Keskusta,"2h,k,s",kt,"53,00",31000,585,1982,1/3,no,good,"own							F2013
",F2013
'76100,Keskusta,"2h,k",kt,"60,00",15000,250,1966,2/2,no,good,"rent							F2013
",F2013
'76100,Keskusta,"2h,kk",kt,"45,00",33656,748,1962,6/6,yes,good,"own							E2013
",E2013
'76100,Keskusta,"2h,k",kt,"47,00",39000,830,1963,1/3,no,good,"rent							F2013
",F2013
'76100,Keskusta,"2h,kk",kt,"44,00",18000,409,1975,2/3,no,average,"own							F2013
",F2013
'76100,Keskusta,"2h,k",kt,"50,00",33000,660,1963,2/3,no,good,"rent							F2013
",F2013
'76100,Keskusta,"2h, k",kt,"58,00",33500,578,1973,2/3,no,good,"own							F2013
",F2013
'76100,Keskusta,"2h,k",kt,"59,00",24000,407,1977,1/3,no,average,"rent							F2013
",F2013
'76100,Keskusta,"2h,kk",kt,"41,00",28000,683,1974,2/3,no,good,"rent							F2013
",F2013
'76100,Tahiniemi,"2h,k",kt,"58,00",16246,280,1966,3/3,no,average,"rent							F2013
",F2013
'76100,Keskusta,"2h, k",kt,"53,00",38000,717,1968,3/4,yes,good,"rent							F2013
",F2013
'76100,3 rooms,,,,,,,,,,,
'76100,Tahiniemi,"3h, k, s",rt,"85,00",75000,882,1982, ,no,good,"rent							D2013
",D2013
'76100,Keskusta,"3h, k, kh",kt,"70,00",14500,207,1967,1/2,no,average,"rent							E2007
",E2007
'76100,Keskusta,"3h, k",kt,"72,00",16000,222,1969,1/3,no,average,"rent							D2013
",D2013
'76100,Keskusta,"3h,k",kt,"80,00",16908,211,1968,1/3,no,average,"rent							F2013
",F2013
'76100,Keskusta,"3h,k,s",kt,"73,00",30000,411,1974,1/2,no,average,"rent							G2013
",G2013
'76100,4 rooms or more,,,,,,,,,,,
'76100,Keskusta,"4h,k",kt,"77,00",33000,429,1961,4/4,yes, ,"own							F2013
",F2013
'76100,Keskusta,"4h,k,s",kt,"93,00",40000,430,1974,2/2,no,good,"rent							F2013
",F2013
'76100,Keskusta,"5h,k,s",rt,"135,00",115000,852,1979,1/2,no,good,"own							E2013
",E2013
'76100,,"alak: 2h,k ja y...",ok,"107,00",13500,126,1949, ,no,average,"rent							
",
'76100,,"4h,tupak.,khh,s...",ok,"138,00",195000,1413,2018, ,no,good,"own							C2013
",C2013
'76100,,"4h,k,takkah.,s,...",ok,"110,00",82000,745,1981, ,no,good,"rent							
",
'76100,,"alak: oh,k,mh,k...",ok,"108,00",25000,231,1952, ,no,poor,"rent							
",
'76100,,"4h, k, khh, s, ...",ok,"98,00",73500,750,1983, ,no,good,"rent							
",
'76120,3 rooms,,,,,,,,,,,
'76120,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'76120,4 rooms or more,,,,,,,,,,,
'76120,Kontiopuisto,"4h, k, s, kella...",ok,"93,00",76500,823,1968, ,no,good,"rent							
",
'76120,Kontiopuisto,"4h,k, s, varast...",ok,"106,00",89000,840,1989, ,no,good,"rent							
",
'76120,Kontiopuisto,"4h,k,takkahuone...",ok,"102,00",71000,696,1972, ,no,good,"rent							
",
'76150,Studio apartment,,,,,,,,,,,
'76150,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'76150,"
2 rooms
",,,,,,,,,,,
'76150,Yläristi,"2h, kk, s",kt,"47,00",30000,638,1986,1/3,no,good,"own							E2013
",E2013
'76150,Yläristi,"2h,k,s",rt,"55,00",33000,600,1987,1/1,no,good,"own							F2013
",F2013
'76150,Yläristi,"2h,k",kt,"56,00",28000,500,1963,1/3,no, ,"own							G2013
",G2013
'76150,,"2h,k",ok,"79,00",22000,278,1951, ,no,average,"rent							
",
'76150,3 rooms,,,,,,,,,,,
'76150,Yläristi,"3h,k,s",rt,"70,00",65000,929,1987,1/1,no,good,"own							E2013
",E2013
'76150,Yläristi,"3h,k,s",rt,"73,00",44000,603,1980,1/1,no,good,"rent							D2013
",D2013
'76150,,"3h, k, s, pesuh...",ok,"69,00",15000,217,1962, ,no,average,"rent							
",
'76150,,"3h,k,s",ok,"96,00",168000,1750,2008, ,no,good,"own							D2018
",D2018
'76150,4 rooms or more,,,,,,,,,,,
'76150,Yläristi,"5h,k,s",rt,"110,00",92000,836,1981,1/1,no,good,"own							D2013
",D2013
'76150,Yläristi,"4h,k,s",rt,"97,00",51000,526,1976,1/2,no,average,"own							E2013
",E2013
'76150,Yläristi,5h+k+s,kt,"103,00",60000,583,1973,1/3,no,good,"rent							G2013
",G2013
'76850,3 rooms,,,,,,,,,,,
'76850,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'76850,4 rooms or more,,,,,,,,,,,
'76850,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'77240,3 rooms,,,,,,,,,,,
'77240,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'77430,3 rooms,,,,,,,,,,,
'77430,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'77570,"
2 rooms
",,,,,,,,,,,
'77570,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'77570,3 rooms,,,,,,,,,,,
'77570,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'77570,4 rooms or more,,,,,,,,,,,
'77570,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'77600,"
2 rooms
",,,,,,,,,,,
'77600,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'77600,3 rooms,,,,,,,,,,,
'77600,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78200,Studio apartment,,,,,,,,,,,
'78200,Kuoppakangas,1 h + kk + khp + p,kt,"34,00",19000,559,1963,3/6,no, ,"own							F2013
",F2013
'78200,Taulumäki,"1h, kk, kh",kt,"34,00",15000,441,1959,2/3,no,average,"own							
",
'78200,Kuoppakangas,"1h, kk, kh, p",kt,"34,00",27500,809,1963,4/6,yes,average,"own							F2013
",F2013
'78200,Taulumäki,"1h, kk, alkovi,...",kt,"30,00",22500,750,1961,1/3,no,good,"own							F2013
",F2013
'78200,Taulumäki,1 h + kk + kph,kt,"30,00",13000,433,1960,2/3,no, ,"own							D2007
",D2007
'78200,Taulumäki,1 h + kk + kph,kt,"38,00",32000,842,1970,4/5,yes, ,"own							
",
'78200,Ahvensalmi,Liikehuoneisto/...,kt,"332,00",32000,96,1978,2/3,no, ,"own							E2018
",E2018
'78200,"
2 rooms
",,,,,,,,,,,
'78200,Taulumäki,"2h, k, ph, wc",kt,"73,00",16000,219,1951,3/3,no,good,"own							F2013
",F2013
'78200,Taulumäki,"2h,kk,kph",kt,"44,00",19000,432,1974,3/3,no, ,"own							
",
'78200,Kuoppakangas,2 h + kk + kph,kt,"38,00",3500,92,1962,1/2,no, ,"own							G2013
",G2013
'78200,Käärmeniemi,"2h, k, kh, s",rt,"52,50",98000,1867,2003,1/2,no,good,"own							
",
'78200,Joutenlahti,"2h,k,kph,vh",kt,"60,00",33000,550,1973,2/6,no, ,"rent							F2013
",F2013
'78200,Kuoppakangas,"2 h, k",kt,"52,00",12500,240,1965,3/3,no, ,"rent							G2013
",G2013
'78200,Taulumäki,"2h,k",kt,"46,00",20000,435,1960,2/2,no, ,"own							F2013
",F2013
'78200,Taulumäki,"2h, k, kh, vh, ...",kt,"45,50",33612,739,1957,2/3,no,good,"own							G2013
",G2013
'78200,Kuoppakangas,"2h, k, kh, vh, ...",kt,"55,00",49000,891,1957,4/6,yes,good,"own							F2013
",F2013
'78200,Taulumäki,2 h + k + kph + p,kt,"56,00",17500,313,1961,3/5,yes, ,"own							F2013
",F2013
'78200,Taulumäki,Tupakeittiö...,kt,"58,80",202500,3444,2017,1/4,no,good,"rent							C2013
",C2013
'78200,Taulumäki,"2h,k,kph",kt,"59,00",31500,534,1967,3/3,no, ,"own							F2013
",F2013
'78200,Taulumäki,2 h + k + kph + p ,kt,"56,00",19000,339,1961,5/5,yes, ,"own							F2013
",F2013
'78200,Taulumäki,2h+kk+wc+p,kt,"46,00",22000,478,1967,1/2,no, ,"rent							G2018
",G2018
'78200,3 rooms,,,,,,,,,,,
'78200,Joutenlahti,3 h + k + kph +...,kt,"77,00",42000,545,1978,5/6,yes, ,"rent							F2013
",F2013
'78200,Taulumäki,"3h,k,kh",kt,"66,00",47930,726,1969,3/4,yes, ,"own							F2013
",F2013
'78200,Taulumäki,"3h,k,kh,vh",kt,"66,00",70000,1061,1969,4/4,yes, ,"own							F2013
",F2013
'78200,Kuoppakangas,"3h, k, rt, kh, ...",kt,"71,00",55000,775,1963,5/6,yes,good,"own							F2013
",F2013
'78200,Joutenlahti,"3h, k, kh, vh, ...",kt,"76,50",32000,418,1973,3/6,yes,average,"rent							F2013
",F2013
'78200,Taulumäki,"3h, kk, kh, las...",kt,"69,00",46000,667,1965,1/3,no,good,"own							F2013
",F2013
'78200,Taulumäki,"3h, k, kh, vh, ...",kt,"67,00",60000,896,1971,4/4,yes,good,"own							G2013
",G2013
'78200,Joutenlahti,"3h, k, kh, lasi...",kt,"74,00",53000,716,1984,3/6,yes,good,"rent							F2013
",F2013
'78200,Taulumäki,"3h, k, s",kt,"66,00",95000,1439,1981,1/2,no, ,"own							E2018
",E2018
'78200,4 rooms or more,,,,,,,,,,,
'78200,Taulumäki,4h+k+s,kt,"99,00",215000,2172,2003,3/3,yes, ,"own							E2013
",E2013
'78200,Kuoppakangas,2 * 3 h + k + w...,rt,"156,00",45000,288,1955, ,no, ,"own							
",
'78200,,"3mh,oh,th,olesk...",ok,"202,00",224000,1109,1998, ,no,good,"own							
",
'78200,,"4h,k,kph",ok,"126,00",225000,1786,1993, ,no, ,"own							
",
'78200,,"4mh, oh, k, rt,...",ok,"157,00",310000,1975,2002,-1/2,no,good,"own							
",
'78210,Studio apartment,,,,,,,,,,,
'78210,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78210,3 rooms,,,,,,,,,,,
'78210,Kuoppakangas,"3h, k, pkh, ph,...",rt,"87,00",30000,345,1972,1/1,no,average,"rent							
",
'78210,Kuoppakangas,3h+k+s,rt,"110,00",50000,455,1972,1/1,no, ,"rent							
",
'78210,Kuoppakangas,"3h, k, ph, s, e...",rt,"86,00",57000,663,1968,1/1,no,good,"own							
",
'78210,4 rooms or more,,,,,,,,,,,
'78210,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78250,Studio apartment,,,,,,,,,,,
'78250,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78250,"
2 rooms
",,,,,,,,,,,
'78250,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78250,3 rooms,,,,,,,,,,,
'78250,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78250,4 rooms or more,,,,,,,,,,,
'78250,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78300,Studio apartment,,,,,,,,,,,
'78300,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78300,"
2 rooms
",,,,,,,,,,,
'78300,Kommila,"2h,k,kph,vh",kt,"58,00",19000,328,1968,2/3,no, ,"own							E2013
",E2013
'78300,Kommila,"2h, k, kh, vh, ...",kt,"57,30",12000,209,1963,3/3,no,good,"own							F2013
",F2013
'78300,Kommila,"2h, k, kh, vh, ...",kt,"58,00",15956,275,1968,3/3,no,good,"own							E2013
",E2013
'78300,Kommila,"2h,k,kph",kt,"62,00",11500,185,1976,3/3,no, ,"own							G2013
",G2013
'78300,Kommila,"2h,k,kh,vh",kt,"61,00",10800,177,1976,3/3,no, ,"own							F2013
",F2013
'78300,Kommila,"2h, kk, kh, p",kt,"38,00",9000,237,1974,1/3,no,good,"own							F2013
",F2013
'78300,Kommila,"2h, k, kh, vh, ...",kt,"57,50",15680,273,1975,2/3,no,good,"own							
",
'78300,Kommila,2 h + k + kph,kt,"51,00",11500,225,1975,2/3,no, ,"own							D2007
",D2007
'78300,3 rooms,,,,,,,,,,,
'78300,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78300,4 rooms or more,,,,,,,,,,,
'78300,,4 h + k + s + at,ok,"120,00",19000,158,1968, ,no, ,"own							
",
'78300,,4 h+k+2 wc+kph+s ,ok,"115,00",56000,487,1954, ,no, ,"own							
",
'78300,,5h+k+s,ok,"92,00",22000,239,1947, ,no, ,"own							
",
'78300,,"5h,k,khh,ph,s,e...",ok,"270,00",55000,204,1952, ,no, ,"rent							
",
'78310,Studio apartment,,,,,,,,,,,
'78310,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78310,3 rooms,,,,,,,,,,,
'78310,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78310,4 rooms or more,,,,,,,,,,,
'78310,Puurtila,4h+k+s,rt,"91,00",46000,505,1991,1/2,no, ,"own							
",
'78310,,"4h, k, rt, tkh,...",ok,"135,00",170000,1259,1952, ,no,good,"own							E2018
",E2018
'78310,,6h+k+s+psh+khh,ok,"155,00",230000,1484,1999, ,no,good,"own							
",
'78400,"
2 rooms
",,,,,,,,,,,
'78400,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78400,3 rooms,,,,,,,,,,,
'78400,Luttila,"3h,k,s",rt,"79,00",85000,1076,1984, ,no, ,"own							F2007
",F2007
'78400,Luttila,"3h, k, s",rt,"76,00",57000,750,1987,1/1,no, ,"rent							E2013
",E2013
'78400,Luttila,3h + k + khh + ...,rt,"84,00",78000,929,1990, ,no, ,"rent							F2007
",F2007
'78400,4 rooms or more,,,,,,,,,,,
'78400,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78500,Studio apartment,,,,,,,,,,,
'78500,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78500,"
2 rooms
",,,,,,,,,,,
'78500,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78500,3 rooms,,,,,,,,,,,
'78500,Könönpelto,"3h, k, kh",rt,"62,50",13000,208,1969,1/1,no,poor,"rent							E2013
",E2013
'78500,Könönpelto,"3h, k, s",rt,"86,00",58312,678,1984,1/2,no, ,"rent							E2013
",E2013
'78500,Könönpelto,3 h + k + s ,kt,"81,00",36000,444,1979,1/2,no, ,"rent							E2007
",E2007
'78500,,"3h, k, khh, kh,...",ok,"82,00",139000,1695,2015,-1/1,no,good,"own							C2013
",C2013
'78500,4 rooms or more,,,,,,,,,,,
'78500,Könönpelto,"4 h, k, pkh, ps...",ok,"92,00",38000,413,1966, ,no, ,"own							F2018
",F2018
'78500,Könönpelto,"6h, k, pkh, ph,...",ok,"189,00",34000,180,1967,-1/1,no,average,"own							
",
'78500,Könönpelto,"5h, k, khh, kh,...",ok,"124,00",83000,669,1982,-1/1,no,good,"own							D2018
",D2018
'78500,Könönpelto,4h+k+ph+kph+s,ok,"126,00",80000,635,1967, ,no, ,"own							
",
'78500,Könönpelto,"4h,k,khh,psh,s,...",ok,"115,00",125000,1087,1952, ,no, ,"own							
",
'78500,,4h+k+rh+th+psh+...,ok,"145,00",122000,841,1984, ,no, ,"own							
",
'78610,4 rooms or more,,,,,,,,,,,
'78610,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78850,"
2 rooms
",,,,,,,,,,,
'78850,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78850,3 rooms,,,,,,,,,,,
'78850,Häyrilä,"3h,k,s",rt,"80,00",87000,1088,1990, ,no, ,"rent							D2013
",D2013
'78850,Käpykangas,"3h, k, rt, ph, ...",rt,"82,00",28000,341,1975,1/1,no,average,"rent							D2013
",D2013
'78850,Häyrilä,3h+k+s,rt,"82,00",60000,732,1992,1/2,no, ,"rent							E2013
",E2013
'78850,4 rooms or more,,,,,,,,,,,
'78850,,"4 h, k, psh, s",ok,"111,00",58000,523,1951, ,no, ,"own							E2018
",E2018
'78850,,4 h + k + s,ok,"110,00",79000,718,1947, ,no, ,"own							
",
'78850,,5h+k+s,ok,"125,00",218000,1744,2000, ,no, ,"rent							
",
'78870,"
2 rooms
",,,,,,,,,,,
'78870,Kaura-aho,2h+k+kph+s,rt,"61,00",60000,984,1982,1/1,no, ,"rent							D2013
",D2013
'78870,Kaura-aho,2 h + k + s ,rt,"45,00",40000,889,1990, ,no, ,"rent							D2013
",D2013
'78870,Kaura-aho,2 h + k + s ,rt,"61,00",58000,951,1981,1/1,no, ,"rent							
",
'78870,Kaura-aho,"2h, k, pkh, ph,...",rt,"61,00",35000,574,1984,1/1,no,good,"rent							E2013
",E2013
'78870,Viinamäki,"2h,kk,s",kt,"40,00",35000,875,1983,1/2,no, ,"rent							G2013
",G2013
'78870,Kaura-aho,"2h, k, ph, s, wc",rt,"50,00",47000,940,1990,1/1,no,good,"rent							D2013
",D2013
'78870,3 rooms,,,,,,,,,,,
'78870,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78870,4 rooms or more,,,,,,,,,,,
'78870,Kaura-aho,"4h, k, khh, kh,...",ok,"99,50",105000,1055,1986,-1/1,no,good,"rent							
",
'78870,Kaura-aho,"4h,k,th,psh,s,k...",ok,"115,00",122000,1061,1988, ,no, ,"rent							
",
'78870,Kaura-aho,"3mh, k, askarte...",ok,"125,00",133000,1064,1980, ,no, ,"own							
",
'78870,Kaura-aho,"4h, k, s, 2xvh, wc",ok,"105,00",142000,1352,1980, ,no, ,"own							
",
'78880,"
2 rooms
",,,,,,,,,,,
'78880,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78880,3 rooms,,,,,,,,,,,
'78880,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'78880,4 rooms or more,,,,,,,,,,,
'78880,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'79100,Studio apartment,,,,,,,,,,,
'79100,Kirkonkylä,"1 h, kk, s",rt,"48,00",35000,729,1989,1/1,no, ,"own							A2007
",A2007
'79100,Kirkonkylä,"1 h,k,s",kt,"43,00",37000,860,1991,1/2,no, ,"own							D2007
",D2007
'79100,Kirkonkylä,1 h + kk + s,rt,"36,00",22000,611,1968,1/1,no, ,"own							C2007
",C2007
'79100,Kirkonkylä,"1 h, kk, s",rt,"36,00",28000,778,1982, ,no, ,"own							D2007
",D2007
'79100,Leppävirta,"1h, kk, kh, s",rt,"35,00",12000,343,1983,1/1,no,average,"own							E2013
",E2013
'79100,Kirkonkylä,"1 h, kk, s",kt,"32,00",23000,719,1982,2/3,no, ,"own							D2013
",D2013
'79100,"
2 rooms
